page_id,text,label,Pattern Category,source_dataset
SYN_SCA_0459,Selling fast — only 30 units available. Available in sports. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0019,Hurry — this promotion closes in 5 hours. Available in accessories. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0393,Your reserved price expires in 12 minutes.,1,Urgency,synthetic
SYN_URG_0275,Only today: save 30% before the countdown expires. Offer subject to availability.,1,Urgency,synthetic
SYN_SCA_0282,Only 20 left in stock. Shop desk lamp now.,1,Scarcity,synthetic
SYN_SCA_0029,Almost gone: limited inventory remaining. Offer subject to availability. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0270,This special price ends in 12 hours. Online only.,1,Urgency,synthetic
SYN_MIS_0462,Proceed without applying the available coupon. Shop yoga mat now. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_SOC_0235,This product is getting a lot of attention right now. Offer subject to availability. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SOC_0414,A top pick among recent visitors. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0257,Best-selling item in its collection. Terms apply.,1,Social Proof,synthetic
SYN_MIS_0389,Dismiss the offer and continue checkout. Offer subject to availability. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_MIS_0218,Dismiss the offer and continue checkout. Shop coffee maker now.,1,Misdirection,synthetic
SYN_MIS_0209,Proceed without applying the available coupon. Available in sports. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_URG_0173,Last chance to unlock this offer before midnight. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_URG_0120,Complete your order in the next 45 minutes to keep this deal. Online only. Don't miss out.,1,Urgency,synthetic
SYN_SOC_0069,Frequently bought by customers browsing this category. Available in office. Interest around this item is rising.,1,Social Proof,synthetic
SYN_MIS_0358,Leave this page without unlocking extra value. Shop backpack now.,1,Misdirection,synthetic
SYN_SOC_0093,A top pick among recent visitors. Terms apply. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_URG_0014,Last chance to unlock this offer before midnight. Terms apply.,1,Urgency,synthetic
SYN_MIS_0260,"No thanks, I prefer to pay full price. Available in sports. The safer choice is visually downplayed here.",1,Misdirection,synthetic
SYN_URG_0291,Your reserved price expires in 2 minutes. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0457,Flash sale ends soon — secure your cart in 60 minutes. Offer subject to availability. Don't miss out.,1,Urgency,synthetic
SYN_MIS_0466,Ignore the bundle and keep fewer benefits. Shop notebook now. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_NOT_0012,Check delivery options. Shop yoga mat now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0243,Low stock alert: just 1 items remain. Offer subject to availability.,1,Scarcity,synthetic
SYN_SOC_0287,This product is getting a lot of attention right now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_MIS_0416,Dismiss the offer and continue checkout. Offer subject to availability. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_MIS_0226,"No, I don't want to claim this deal. Available in electronics. This option makes the lower-value path easier to click by mistake.",1,Misdirection,synthetic
SYN_SOC_0416,Many shoppers are checking out this item today. Available in accessories. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0110,View shipping policy. Available in sports. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SOC_0251,This product is getting a lot of attention right now. Terms apply. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_MIS_0084,Continue without savings. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_MIS_0455,Skip the discount and move on. Terms apply.,1,Misdirection,synthetic
SYN_SOC_0453,This product is getting a lot of attention right now. Shop water bottle now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_NOT_0389,See product specifications. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SCA_0192,Selling fast — only 30 units available. Shop phone case now.,1,Scarcity,synthetic
SYN_SOC_0260,Frequently bought by customers browsing this category. Terms apply. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SOC_0266,45 people added this item to cart today. Offer subject to availability. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0249,Complete your order in the next 1 minutes to keep this deal. Available in fashion. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0122,A top pick among recent visitors. Available in office. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0387,Browse related products. Terms apply. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0421,Only 12 left in stock. Available in electronics. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0077,Complete your order in the next 25 minutes to keep this deal. Offer subject to availability. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0106,Many shoppers are checking out this item today. Shop hoodie now.,1,Social Proof,synthetic
SYN_SCA_0100,Low stock alert: just 1 items remain. Online only. This item is close to selling out.,1,Scarcity,synthetic
SYN_SCA_0489,"Only 25 available in your selected size. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_URG_0115,This special price ends in 30 hours. Waiting may cost you this price.,1,Urgency,synthetic
SYN_NOT_0344,Check delivery options. Terms apply. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SCA_0457,Selling fast — only 12 units available. Terms apply.,1,Scarcity,synthetic
SYN_URG_0196,Final hours to claim 20% off selected items. Offer subject to availability.,1,Urgency,synthetic
SYN_NOT_0284,Read our returns information. Offer subject to availability. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SOC_0285,2 shoppers viewed this item in the last hour. Available in electronics. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_NOT_0250,Browse related products. Offer subject to availability. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0438,Check delivery options. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_SOC_0470,Best-selling item in its collection. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SOC_0261,Trending now with online shoppers. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SCA_0470,"Few left at this price. Shop gaming mouse now. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0031,Only 15 available in your selected size.,1,Scarcity,synthetic
SYN_URG_0213,Flash sale ends soon — secure your cart in 10 minutes. A quick decision could save you money.,1,Urgency,synthetic
SYN_SCA_0085,Only 10 available in your selected size. Shop notebook now. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0075,Act now to keep your discount active. Available in accessories. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0481,Many shoppers are checking out this item today. Shop travel mug now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SCA_0349,"Selling fast — only 45 units available. Offer subject to availability. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0496,Popular choice this week. Shop backpack now. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_NOT_0214,View shipping policy. Offer subject to availability. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SCA_0110,Low stock alert: just 4 items remain.,1,Scarcity,synthetic
SYN_SCA_0443,"Almost gone: limited inventory remaining. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0374,Few left at this price. Shop sneakers now. It may not be available later today.,1,Scarcity,synthetic
SYN_SCA_0177,Demand is high and supply is limited. Online only. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_MIS_0050,Skip the discount and move on. Available in beauty. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SCA_0361,Only a handful remain in stock. Shop water bottle now. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0329,This special price ends in 4 hours. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0433,Demand is high and supply is limited. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0359,Hurry — this promotion closes in 8 hours. Offer subject to availability. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SCA_0314,Demand is high and supply is limited. Online only. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_SCA_0206,Low stock alert: just 8 items remain. Available in electronics. This item is close to selling out.,1,Scarcity,synthetic
SYN_MIS_0478,Skip the discount and move on. Terms apply. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_URG_0137,Only today: save 5% before the countdown expires. Offer subject to availability. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0150,15 people added this item to cart today. Available in sports.,1,Social Proof,synthetic
SYN_NOT_0380,Add item to wishlist. Shop notebook now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0412,Your reserved price expires in 7 minutes. Online only. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0085,Last chance to unlock this offer before midnight. Terms apply. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0285,Hurry — this promotion closes in 4 hours. Shop winter jacket now. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0004,8 people added this item to cart today. Available in fashion. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SCA_0376,Only 30 left in stock. Terms apply. It may not be available later today.,1,Scarcity,synthetic
SYN_MIS_0216,Proceed without applying the available coupon. Shop running shoes now. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SOC_0183,10 people added this item to cart today. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0315,25 shoppers viewed this item in the last hour. Online only. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SOC_0302,Frequently bought by customers browsing this category. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_MIS_0132,Continue without protection or savings. Shop water bottle now.,1,Misdirection,synthetic
SYN_SCA_0500,Only 20 available in your selected size. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0198,Many shoppers are checking out this item today. Online only. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SCA_0382,"Selling fast — only 12 units available. Terms apply. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0344,5 people added this item to cart today. Available in sports.,1,Social Proof,synthetic
SYN_SCA_0170,Few left at this price. Shop skin serum now.,1,Scarcity,synthetic
SYN_SOC_0466,Best-selling item in its collection. Offer subject to availability. People are paying attention to this item.,1,Social Proof,synthetic
SYN_URG_0455,Complete your order in the next 25 minutes to keep this deal. Offer subject to availability. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0301,30 shoppers viewed this item in the last hour. Online only. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SCA_0355,"Demand is high and supply is limited. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_URG_0273,Final hours to claim 30% off selected items. Online only.,1,Urgency,synthetic
SYN_SOC_0449,Frequently bought by customers browsing this category. Shop water bottle now.,1,Social Proof,synthetic
SYN_SOC_0011,One of the most viewed products right now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SCA_0135,Few left at this price. Offer subject to availability.,1,Scarcity,synthetic
SYN_NOT_0093,Browse related products. Available in office. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SOC_0199,Best-selling item in its collection. Shop gaming mouse now.,1,Social Proof,synthetic
SYN_SOC_0387,Popular choice this week. Shop notebook now. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SOC_0477,25 shoppers viewed this item in the last hour. Terms apply. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_MIS_0277,Continue without savings. Shop phone case now. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_MIS_0151,Continue without savings. Shop skin serum now. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_NOT_0256,Contact customer support. Shop hoodie now. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_SOC_0223,Frequently bought by customers browsing this category. Available in beauty. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0017,30 people added this item to cart today. Terms apply. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_MIS_0203,Dismiss the offer and continue checkout. Terms apply. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0242,Complete your order in the next 2 minutes to keep this deal. Available in sports. This could be your best offer today.,1,Urgency,synthetic
SYN_NOT_0499,Read care instructions. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0155,Almost gone: limited inventory remaining. Online only. It may not be available later today.,1,Scarcity,synthetic
SYN_SCA_0223,Selling fast — only 2 units available. Shop gaming mouse now. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SCA_0312,Inventory is running low on this item. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_MIS_0493,Dismiss the offer and continue checkout. Online only.,1,Misdirection,synthetic
SYN_NOT_0008,Open the size guide. Terms apply. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_SCA_0381,Few left at this price. Available in home. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0056,Frequently bought by customers browsing this category. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SOC_0054,1 people added this item to cart today. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_URG_0404,Act now to keep your discount active. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0238,One of the most viewed products right now. Online only. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0076,Trending now with online shoppers. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_URG_0221,Act now to keep your discount active. Shop backpack now. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0452,Low stock alert: just 1 items remain. Online only. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0055,Last chance to unlock this offer before midnight. Terms apply. Secure yours before it disappears.,1,Urgency,synthetic
SYN_MIS_0175,Leave this page without unlocking extra value. Offer subject to availability. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_NOT_0027,Contact customer support. Offer subject to availability.,0,Not Dark Pattern,synthetic
SYN_SCA_0149,"Few left at this price. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_URG_0187,Only today: save 40% before the countdown expires. Online only. Secure yours before it disappears.,1,Urgency,synthetic
SYN_URG_0350,Final hours to claim 15% off selected items. Online only. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0357,Checkout now to avoid missing today's offer. Available in electronics. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0334,Popular choice this week. Offer subject to availability. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0268,See product specifications. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0040,Few left at this price. Shop gaming mouse now. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SOC_0488,Popular choice this week. Available in beauty.,1,Social Proof,synthetic
SYN_SOC_0351,Best-selling item in its collection. Offer subject to availability. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_MIS_0184,Dismiss the offer and continue checkout. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_NOT_0393,Open the size guide. Available in beauty. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SOC_0066,Best-selling item in its collection. Shop desk lamp now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SOC_0473,This product is getting a lot of attention right now. Online only. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SCA_0228,Demand is high and supply is limited. Terms apply. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0255,This special price ends in 8 hours. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_NOT_0180,Filter by color and size. Available in sports. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_URG_0061,Final hours to claim 25% off selected items. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0299,Last chance to unlock this offer before midnight. Terms apply. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SCA_0296,Only 4 available in your selected size. Shop travel mug now. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0021,Only today: save 15% before the countdown expires. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0367,Stock is nearly sold out. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0197,A top pick among recent visitors. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SCA_0018,Low stock alert: just 5 items remain. Offer subject to availability. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0459,Flash sale ends soon — secure your cart in 15 minutes. Online only.,1,Urgency,synthetic
SYN_SCA_0252,"Few left at this price. Shop water bottle now. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0439,Only 25 left in stock. Available in beauty. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_NOT_0310,Check delivery options. Shop travel mug now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_MIS_0095,Ignore the bundle and keep fewer benefits. Online only.,1,Misdirection,synthetic
SYN_MIS_0361,"No, I don't want to claim this deal. Available in electronics. The safer choice is visually downplayed here.",1,Misdirection,synthetic
SYN_NOT_0265,Browse related products. Terms apply. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SOC_0279,A top pick among recent visitors. Shop hoodie now.,1,Social Proof,synthetic
SYN_SCA_0289,Demand is high and supply is limited. Available in office. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SOC_0359,Popular choice this week. People are paying attention to this item.,1,Social Proof,synthetic
SYN_URG_0004,Flash sale ends soon — secure your cart in 25 minutes. Available in sports. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SCA_0147,Low stock alert: just 8 items remain. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_SCA_0071,Low stock alert: just 4 items remain. Shop running shoes now. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SOC_0386,Trending now with online shoppers. Shop desk lamp now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0214,Only 1 left in stock. Offer subject to availability. This item is close to selling out.,1,Scarcity,synthetic
SYN_SCA_0315,"Selling fast — only 3 units available. Available in beauty. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0490,Only 4 available in your selected size. Available in accessories. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0163,One of the most viewed products right now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_URG_0202,This special price ends in 10 hours. Offer subject to availability. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0500,4 people added this item to cart today. Online only. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SCA_0388,Only a handful remain in stock. Available in sports. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0482,Best-selling item in its collection. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SCA_0336,Selling fast — only 10 units available. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0311,Frequently bought by customers browsing this category. Shop running shoes now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_NOT_0186,Filter by color and size. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_MIS_0498,I do not want the better offer. Online only.,1,Misdirection,synthetic
SYN_URG_0197,Only today: save 10% before the countdown expires.,1,Urgency,synthetic
SYN_URG_0418,Your reserved price expires in 15 minutes. Don't miss out.,1,Urgency,synthetic
SYN_URG_0206,Flash sale ends soon — secure your cart in 10 minutes. Terms apply. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0423,Read care instructions. Shop wireless earbuds now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SOC_0354,Frequently bought by customers browsing this category. Offer subject to availability.,1,Social Proof,synthetic
SYN_SCA_0233,"Only 12 left in stock. Online only. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0271,Popular choice this week. Shop gaming mouse now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0390,Only 4 left in stock.,1,Scarcity,synthetic
SYN_URG_0323,This special price ends in 1 hours. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0193,Only 20 available in your selected size. Shop running shoes now. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0473,Hurry — this promotion closes in 3 hours. Available in fashion. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0223,Contact customer support. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_MIS_0204,Continue without savings. Offer subject to availability.,1,Misdirection,synthetic
SYN_SCA_0020,Few left at this price. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0188,Trending now with online shoppers. Terms apply. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0327,Final hours to claim 10% off selected items. Available in accessories. A quick decision could save you money.,1,Urgency,synthetic
SYN_SCA_0220,Only 60 available in your selected size.,1,Scarcity,synthetic
SYN_URG_0402,This special price ends in 12 hours. A quick decision could save you money.,1,Urgency,synthetic
SYN_SCA_0466,Only 1 available in your selected size. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_MIS_0382,I do not want the better offer. Available in electronics. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_NOT_0365,Read care instructions. Shop backpack now.,0,Not Dark Pattern,synthetic
SYN_MIS_0359,"No, I don't want to claim this deal. Terms apply. The interface makes opting out feel costly.",1,Misdirection,synthetic
SYN_URG_0068,Your reserved price expires in 15 minutes. Shop travel mug now. Secure yours before it disappears.,1,Urgency,synthetic
SYN_URG_0185,Final hours to claim 5% off selected items. Online only. A quick decision could save you money.,1,Urgency,synthetic
SYN_MIS_0285,Skip the discount and move on. Online only.,1,Misdirection,synthetic
SYN_SCA_0178,Low stock alert: just 7 items remain. Available in home. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0136,Many shoppers are checking out this item today. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0492,Filter by color and size. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0070,Flash sale ends soon — secure your cart in 5 minutes. Online only. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0074,Only 5 available in your selected size. Terms apply. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_MIS_0099,Continue without protection or savings. Terms apply. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SCA_0087,"Almost gone: limited inventory remaining. Offer subject to availability. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_URG_0346,Only today: save 30% before the countdown expires. Available in accessories. Don't miss out.,1,Urgency,synthetic
SYN_URG_0097,Checkout now to avoid missing today's offer. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0224,Dismiss the offer and continue checkout. Shop desk lamp now.,1,Misdirection,synthetic
SYN_SCA_0201,"Stock is nearly sold out. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0294,Frequently bought by customers browsing this category. Shop phone case now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0258,Inventory is running low on this item. Online only. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_NOT_0266,View shipping policy. Online only. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_URG_0487,Hurry — this promotion closes in 12 hours. Offer subject to availability. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0114,This product is getting a lot of attention right now. Available in accessories. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0240,Checkout now to avoid missing today's offer. Shop water bottle now. Secure yours before it disappears.,1,Urgency,synthetic
SYN_MIS_0394,Continue without savings. Terms apply. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SCA_0017,Stock is nearly sold out. Terms apply. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0092,Only today: save 50% before the countdown expires. Terms apply. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0061,"No thanks, I prefer to pay full price. Shop running shoes now. This option makes the lower-value path easier to click by mistake.",1,Misdirection,synthetic
SYN_URG_0069,Your reserved price expires in 1 minutes. Offer subject to availability. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0310,Checkout now to avoid missing today's offer. Offer subject to availability. Don't miss out.,1,Urgency,synthetic
SYN_MIS_0115,I do not want the better offer. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0335,Complete your order in the next 45 minutes to keep this deal. Shop hoodie now. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0288,Only today: save 25% before the countdown expires. Available in beauty. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0316,Your reserved price expires in 3 minutes. Offer subject to availability. Don't miss out.,1,Urgency,synthetic
SYN_MIS_0497,I do not want the better offer. Available in sports. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SCA_0106,"Inventory is running low on this item. Available in accessories. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0298,Low stock alert: just 3 items remain. Online only. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0068,This product is getting a lot of attention right now. Shop travel mug now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SCA_0261,Only a handful remain in stock. Terms apply. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_MIS_0112,I do not want the better offer. Shop phone case now.,1,Misdirection,synthetic
SYN_SCA_0326,Low stock alert: just 10 items remain. Shop phone case now. This item is close to selling out.,1,Scarcity,synthetic
SYN_MIS_0125,Ignore the bundle and keep fewer benefits. Terms apply.,1,Misdirection,synthetic
SYN_SOC_0297,3 shoppers viewed this item in the last hour. Shop notebook now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0302,Stock is nearly sold out. Offer subject to availability. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0067,Final hours to claim 20% off selected items. Terms apply. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0226,A top pick among recent visitors. Shop phone case now. Interest around this item is rising.,1,Social Proof,synthetic
SYN_MIS_0195,Ignore the bundle and keep fewer benefits.,1,Misdirection,synthetic
SYN_URG_0127,Checkout now to avoid missing today's offer. Shop hoodie now. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0471,Trending now with online shoppers. Shop travel mug now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0039,Flash sale ends soon — secure your cart in 2 minutes. Online only. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0124,One of the most viewed products right now. Shop coffee maker now. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_NOT_0020,Read our returns information. Shop notebook now. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_URG_0001,This special price ends in 1 hours. Offer subject to availability. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0368,Popular choice this week. Shop running shoes now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SOC_0353,This product is getting a lot of attention right now. Terms apply.,1,Social Proof,synthetic
SYN_URG_0330,Final hours to claim 30% off selected items. Shop phone case now. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SCA_0422,Selling fast — only 25 units available. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_URG_0362,Your reserved price expires in 15 minutes. Terms apply. Waiting may cost you this price.,1,Urgency,synthetic
SYN_NOT_0193,Add item to wishlist. Offer subject to availability. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0007,Final hours to claim 30% off selected items. Offer subject to availability. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0322,Only a handful remain in stock. Online only. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0063,Final hours to claim 15% off selected items. Offer subject to availability. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0422,Contact customer support. Terms apply. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_MIS_0482,Continue without savings. Available in home. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_MIS_0247,"No thanks, I prefer to pay full price. Shop coffee maker now. The safer choice is visually downplayed here.",1,Misdirection,synthetic
